2.213198600000000071e-01,2.563522899999999827e-01,2.803379999999999761e-01,1.935604200000000108e-01,2.286019999999999996e-01,2.645728900000000050e-01,1.674291499999999988e-01,1.970268299999999861e-01,2.321590900000000124e-01
2.352938099999999921e-01,2.847655399999999837e-01,3.277887800000000018e-01,2.510042200000000001e-01,2.868452799999999803e-01,2.995970600000000261e-01,2.470229300000000017e-01,2.609846599999999794e-01,2.525295900000000260e-01
2.325827699999999942e-01,2.994575700000000062e-01,3.915466400000000013e-01,2.073526499999999995e-01,2.685968400000000034e-01,3.734608200000000267e-01,1.803723799999999988e-01,2.277620700000000109e-01,3.082695599999999980e-01
2.410535900000000120e-01,2.895104000000000011e-01,3.268933500000000270e-01,2.446399400000000002e-01,2.883615299999999770e-01,3.154480100000000009e-01,2.299367800000000073e-01,2.596969700000000270e-01,2.727017199999999808e-01
1.299768599999999996e-01,1.514315599999999928e-01,1.803937599999999863e-01,1.296644100000000077e-01,1.519871399999999928e-01,1.831626799999999944e-01,1.265215100000000037e-01,1.479611899999999924e-01,1.779158700000000037e-01
2.939711500000000144e-01,3.335194799999999793e-01,3.312337599999999882e-01,3.083296600000000054e-01,3.454577500000000079e-01,3.343400400000000050e-01,2.866247599999999784e-01,3.089776399999999978e-01,2.950972599999999724e-01
1.712273800000000124e-01,2.030771700000000013e-01,2.418644100000000019e-01,1.620272000000000101e-01,1.944700500000000054e-01,2.390529499999999863e-01,1.494359500000000118e-01,1.786227099999999901e-01,2.202757200000000082e-01
1.593863699999999994e-01,1.753329799999999994e-01,1.876449400000000101e-01,1.600283899999999926e-01,1.736598900000000112e-01,1.826492299999999958e-01,1.553433899999999979e-01,1.655328699999999986e-01,1.708559199999999945e-01
1.684080000000000021e-01,1.893468500000000110e-01,2.074740800000000052e-01,1.697439799999999888e-01,1.873386800000000074e-01,2.000542499999999890e-01,1.647114299999999920e-01,1.773297500000000082e-01,1.842782799999999888e-01
3.059713600000000255e-01,3.399398499999999879e-01,3.273576300000000106e-01,2.859112300000000162e-01,3.407885399999999732e-01,3.605153400000000175e-01,2.462525799999999987e-01,2.978307800000000172e-01,3.378204399999999996e-01
2.124824600000000119e-01,2.483002099999999934e-01,2.773852099999999932e-01,2.001578199999999863e-01,2.439397399999999883e-01,2.967581699999999878e-01,1.811360399999999982e-01,2.230722099999999930e-01,2.837550200000000244e-01
2.659784199999999932e-01,2.921868300000000085e-01,2.887079799999999752e-01,2.745595800000000253e-01,2.999062800000000251e-01,2.926456599999999741e-01,2.573263800000000212e-01,2.749401699999999837e-01,2.666717200000000010e-01
1.553846200000000011e-01,1.794762500000000038e-01,2.068228799999999867e-01,1.560697299999999899e-01,1.781244300000000003e-01,2.012656200000000062e-01,1.517978200000000000e-01,1.697681500000000065e-01,1.866586199999999973e-01
2.645391200000000165e-01,3.002214599999999955e-01,3.070619099999999935e-01,2.550093999999999972e-01,3.007877899999999993e-01,3.255676100000000073e-01,2.283867199999999875e-01,2.700010600000000149e-01,3.019357400000000080e-01
1.304534499999999986e-01,1.497648400000000102e-01,1.737794000000000005e-01,1.248830699999999988e-01,1.439639600000000019e-01,1.688257699999999861e-01,1.177000799999999986e-01,1.353071499999999872e-01,1.585846599999999884e-01
2.416339499999999862e-01,3.095184699999999900e-01,3.935843299999999823e-01,2.400075000000000125e-01,2.876884900000000189e-01,3.242561299999999758e-01,2.219537900000000119e-01,2.466862900000000025e-01,2.558847499999999942e-01
1.170972700000000033e-01,1.290852700000000020e-01,1.417016500000000123e-01,1.191507799999999978e-01,1.294115600000000088e-01,1.390901800000000077e-01,1.189702799999999977e-01,1.268827600000000111e-01,1.332932799999999862e-01
1.193198800000000032e-01,1.203420399999999973e-01,1.190406999999999993e-01,1.179914600000000063e-01,1.207198899999999964e-01,1.211657700000000060e-01,1.146133599999999975e-01,1.187675499999999995e-01,1.209418700000000069e-01
1.693178499999999920e-01,2.035572200000000109e-01,2.492815499999999906e-01,1.654412299999999947e-01,1.967010100000000095e-01,2.366109600000000091e-01,1.563737600000000005e-01,1.817778499999999908e-01,2.115828800000000010e-01
2.109835599999999867e-01,2.770695000000000241e-01,3.986010899999999912e-01,2.128048399999999951e-01,2.747971399999999953e-01,3.750429800000000258e-01,2.024228799999999995e-01,2.487203199999999947e-01,3.066981799999999869e-01
2.221326200000000028e-01,2.748867999999999867e-01,3.350540599999999869e-01,1.964424100000000117e-01,2.376217999999999941e-01,2.861457399999999818e-01,1.708288000000000029e-01,2.004303600000000019e-01,2.342463599999999868e-01
2.204823599999999884e-01,2.628297299999999836e-01,3.003208900000000070e-01,2.218165300000000117e-01,2.590310499999999849e-01,2.864226699999999903e-01,2.095027899999999943e-01,2.354568599999999901e-01,2.500183500000000003e-01
2.444974900000000118e-01,3.017448899999999878e-01,3.548029300000000164e-01,2.595183600000000035e-01,3.049410799999999755e-01,3.267534999999999745e-01,2.525904199999999822e-01,2.749183599999999728e-01,2.722204899999999816e-01
2.060016000000000069e-01,2.584643300000000199e-01,3.318626000000000076e-01,2.014270999999999978e-01,2.484635000000000038e-01,3.092544600000000088e-01,1.875293100000000046e-01,2.228622199999999998e-01,2.622672600000000021e-01
2.681827999999999990e-01,3.043705800000000017e-01,3.102251500000000051e-01,2.283430399999999971e-01,2.730891400000000080e-01,3.109128800000000026e-01,1.918824399999999875e-01,2.310668300000000008e-01,2.772971699999999817e-01
1.781019399999999864e-01,2.084325800000000062e-01,2.410048300000000032e-01,1.758627700000000016e-01,2.088485399999999992e-01,2.482563799999999987e-01,1.670209500000000014e-01,1.978707399999999894e-01,2.360927600000000126e-01
1.749021299999999890e-01,2.089106599999999980e-01,2.512426400000000171e-01,1.517948899999999879e-01,1.796468999999999983e-01,2.167889100000000013e-01,1.326679500000000067e-01,1.547377299999999900e-01,1.843667499999999959e-01
2.823590599999999950e-01,3.317308500000000215e-01,3.463228899999999943e-01,2.624342599999999748e-01,3.316844199999999798e-01,3.963470499999999785e-01,2.282017100000000021e-01,2.911319900000000072e-01,3.752930400000000222e-01
1.054869600000000046e-01,1.152136899999999936e-01,1.254843300000000050e-01,1.003332499999999988e-01,1.092431900000000039e-01,1.187144400000000044e-01,9.469753699999999830e-02,1.026198200000000005e-01,1.110341100000000053e-01
1.880256399999999939e-01,2.318773899999999888e-01,2.933839699999999939e-01,1.772982499999999906e-01,2.161558799999999947e-01,2.701795300000000011e-01,1.621266199999999991e-01,1.927627600000000052e-01,2.325796900000000056e-01
2.055421699999999963e-01,2.657820499999999919e-01,3.688905299999999943e-01,1.738742899999999869e-01,2.135072399999999870e-01,2.721395099999999734e-01,1.487565700000000046e-01,1.756182599999999983e-01,2.114650499999999878e-01
2.114260799999999885e-01,2.636508900000000266e-01,3.313639600000000129e-01,1.899230100000000032e-01,2.312767099999999965e-01,2.842825600000000175e-01,1.671740999999999921e-01,1.972154700000000038e-01,2.334679500000000074e-01
1.348823100000000053e-01,1.557833999999999885e-01,1.821132199999999923e-01,1.356411299999999986e-01,1.541056000000000092e-01,1.752241300000000057e-01,1.331027999999999933e-01,1.478991299999999898e-01,1.628803500000000071e-01
1.698086099999999987e-01,1.853967099999999923e-01,1.953179100000000112e-01,1.675603300000000073e-01,1.857070899999999913e-01,1.996739700000000062e-01,1.595970600000000128e-01,1.778772999999999882e-01,1.936859800000000076e-01
1.999792099999999906e-01,2.411383300000000118e-01,2.875267899999999766e-01,1.717459799999999925e-01,2.063087999999999866e-01,2.516349199999999842e-01,1.482415400000000050e-01,1.754188999999999887e-01,2.122594399999999937e-01
2.102398500000000059e-01,2.643063700000000127e-01,3.388058899999999984e-01,1.780585000000000084e-01,2.182968999999999882e-01,2.759239199999999892e-01,1.522087500000000038e-01,1.814858500000000041e-01,2.221458000000000044e-01
2.012100599999999961e-01,2.457141200000000081e-01,2.997195000000000276e-01,1.947633500000000017e-01,2.308821000000000068e-01,2.685836300000000176e-01,1.803904500000000077e-01,2.055773800000000040e-01,2.276309800000000105e-01
1.960074300000000103e-01,2.302679499999999990e-01,2.635554900000000034e-01,1.971553400000000122e-01,2.247058700000000020e-01,2.455209600000000103e-01,1.885434300000000118e-01,2.064771499999999982e-01,2.157267400000000002e-01
1.351869400000000054e-01,1.577670200000000078e-01,1.878445800000000110e-01,1.273754699999999906e-01,1.459636199999999884e-01,1.691664099999999893e-01,1.184628600000000032e-01,1.331523699999999921e-01,1.503228500000000079e-01
2.391592600000000124e-01,2.711371100000000145e-01,2.836620899999999779e-01,2.289473399999999992e-01,2.781772699999999765e-01,3.248902599999999863e-01,2.068203700000000034e-01,2.586383500000000168e-01,3.292274399999999823e-01
2.030515300000000078e-01,2.508343599999999785e-01,3.125105499999999981e-01,1.998933800000000094e-01,2.429514899999999922e-01,2.940782800000000252e-01,1.873000999999999971e-01,2.198145400000000027e-01,2.532420699999999858e-01
1.449171499999999946e-01,1.668271600000000021e-01,1.926257500000000122e-01,1.374129099999999992e-01,1.569057700000000000e-01,1.796542100000000086e-01,1.280279699999999909e-01,1.443195499999999909e-01,1.628190800000000049e-01
